file,sku_main,old_skus,new_skus,passed
output_1.txt,JNE3371-KR-XL,"['JNE3721-KR-XL', 'JNE3620-KR-XL', 'JNE3762-KR-XL', 'JNE3549-KR-XL', 'JNE3425-KR-XL']","['JNE3721-KR-XL', 'JNE3620-KR-XL', 'JNE3549-KR-XL', 'JNE3762-KR-XL', 'JNE3425-KR-XL']",True
output_10.txt,JNE3405-KR-XL,"['JNE3567-KR-XL', 'JNE3568-KR-XL', 'JNE3423-KR-XL', 'JNE3613-KR-XL', 'JNE3777-KR-XL']","['JNE3567-KR-XL', 'JNE3568-KR-XL', 'JNE3423-KR-XL', 'JNE3613-KR-XL', 'JNE3716-KR-XL']",False
output_100.txt,NW032-ST-CP-XXL,[],[],True
output_1000.txt,SET302-KR-PP-M,[],[],True
output_1001.txt,J0124-TP-XXL,"['J0202-TP-XXL', 'J0307-TP-XXL', 'J0080-TP-XXL']","['J0202-TP-XXL', 'J0307-TP-XXL', 'J0080-TP-XXL']",True
output_1002.txt,J0179-KR-L,"['JNE3810-KR-L', 'JNE3888-KR-L', 'JNE3577-KR-L', 'JNE3908-KR-L', 'MEN5026-KR-L']","['JNE3810-KR-L', 'JNE3888-KR-L', 'JNE3577-KR-L', 'JNE3908-KR-L', 'MEN5026-KR-L']",True
output_1003.txt,JNE3793-KR-S,"['JNE3543-KR-S', 'JNE3786-KR-S', 'JNE3622-KR-S', 'JNE3751-KR-S', 'JNE3541-KR-S']","['JNE3543-KR-S', 'JNE3786-KR-S', 'JNE3622-KR-S', 'JNE3751-KR-S', 'JNE3541-KR-S']",True
output_1004.txt,SET171-KR-NP-XL,"['SET264-KR-NP-XL', 'SET269-KR-NP-XL']","['SET264-KR-NP-XL', 'SET269-KR-NP-XL']",True
output_1005.txt,JNE3785-KR-M,"['JNE3623-KR-M', 'JNE3752-KR-M', 'JNE3461-KR-M', 'JNE3476-KR-M', 'J0075-KR-M']","['JNE3752-KR-M', 'JNE3623-KR-M', 'JNE3461-KR-M', 'JNE3476-KR-M', 'J0075-KR-M']",True
output_1006.txt,JNE3518-KR-L,"['JNE3704-KR-L', 'JNE3560-KR-L', 'JNE3783-KR-L', 'JNE3559-KR-L', 'JNE3606-KR-L']","['JNE3704-KR-L', 'JNE3560-KR-L', 'JNE3783-KR-L', 'JNE3559-KR-L', 'JNE3396-KR-L']",False
output_1007.txt,SET331-KR-NP-XXL,"['SET328-KR-NP-XXL', 'SET262-KR-NP-XXL', 'SET383-KR-NP-XXL', 'SET194-KR-NP-XXL', 'SET345-KR-NP-XXL']","['SET328-KR-NP-XXL', 'SET262-KR-NP-XXL', 'SET383-KR-NP-XXL', 'SET194-KR-NP-XXL', 'SET345-KR-NP-XXL']",True
output_1008.txt,J0251-SKD-XS,[],[],True
output_1009.txt,J0252-SKD-S,['J0249-SKD-S'],['J0249-SKD-S'],True
output_101.txt,SET361-KR-NP-S,"['SET364-KR-NP-S', 'SET360-KR-NP-S', 'SET366-KR-NP-S']","['SET364-KR-NP-S', 'SET360-KR-NP-S', 'SET366-KR-NP-S']",True
output_1010.txt,J0400-DR-M,"['J0295-DR-M', 'J0395-DR-M', 'J0396-DR-M']","['J0295-DR-M', 'J0395-DR-M', 'J0396-DR-M']",True
output_1011.txt,J0203-TP-XXXL,"['J0340-TP-XXXL', 'J0090-TP-XXXL', 'J0342-TP-XXXL', 'J0297-TP-XXXL']","['J0340-TP-XXXL', 'J0090-TP-XXXL', 'J0342-TP-XXXL', 'J0297-TP-XXXL']",True
output_1012.txt,MEN5032-KR-L,"['JNE3765-KR-L', 'J0330-KR-L', 'JNE3402-KR-L', 'MEN5031-KR-L']","['JNE3765-KR-L', 'J0330-KR-L', 'JNE3402-KR-L', 'MEN5031-KR-L']",True
output_1013.txt,JNE3879-DR-XXXL,"['JNE3861-DR-XXXL', 'J0399-DR-XXXL']","['JNE3861-DR-XXXL', 'J0399-DR-XXXL']",True
output_1014.txt,SET183-KR-DH-XL,[],[],True
output_1015.txt,SET342-KR-NP-N-S,[],[],True
output_1016.txt,SET363-KR-NP-XXXL,['SET277-KR-NP-XXXL'],['SET277-KR-NP-XXXL'],True
output_1017.txt,J0216-BL-L,"['J0219-BL-L', 'J0220-BL-L']","['J0219-BL-L', 'J0220-BL-L']",True
output_1018.txt,SET365-KR-NP-M,"['SET356-KR-NP-M', 'SET359-KR-NP-M', 'SET313-KR-NP-M', 'SET358-KR-NP-M']","['SET356-KR-NP-M', 'SET359-KR-NP-M', 'SET313-KR-NP-M', 'SET358-KR-NP-M']",True
output_1019.txt,SET246-KR-PP-XXXL,['SET139-KR-PP-XXXL'],['SET139-KR-PP-XXXL'],True
output_102.txt,JNE3797-KR-L,['JNE3798-KR-L'],['JNE3798-KR-L'],True
output_1020.txt,JNE3836-KR-L,"['JNE3837-KR-L', 'J0355-KR-L', 'JNE3506-KR-L', 'JNE3581-KR-L', 'J0353-KR-L']","['JNE3837-KR-L', 'J0355-KR-L', 'JNE3506-KR-L', 'JNE3581-KR-L', 'J0353-KR-L']",True
output_1021.txt,SAR068,[],[],True
output_1022.txt,J0401-DR-XS,"['J0207-DR-XS', 'J0152-DR-XS', 'J0398-DR-XS', 'J0414-DR-XS']","['J0207-DR-XS', 'J0152-DR-XS', 'J0398-DR-XS', 'J0414-DR-XS']",True
output_1023.txt,SET348-KR-NP-XXXL,"['SET344-KR-NP-XXXL', 'SET349-KR-NP-XXXL', 'SET393-KR-NP-XXXL']","['SET344-KR-NP-XXXL', 'SET349-KR-NP-XXXL', 'SET393-KR-NP-XXXL']",True
output_1024.txt,J0123-TP-XXL,[],[],True
output_1025.txt,JNE3757-KR-S,"['JNE3787-KR-S', 'JNE3546-KR-S', 'JNE3782-KR-S', 'JNE3704-KR-S', 'JNE3255-KR-S']","['JNE3787-KR-S', 'JNE3546-KR-S', 'JNE3782-KR-S', 'JNE3704-KR-S', 'JNE3255-KR-S']",True
output_1026.txt,J0351-SET-L,[],[],True
output_1027.txt,JNE3658-TP-M,"['J0112-TP-M', 'J0085-TP-M', 'J0165-TP-M']","['J0112-TP-M', 'J0085-TP-M', 'J0165-TP-M']",True
output_1028.txt,JNE3607-KR-M,"['JNE3368-KR-M', 'JNE3822-KR-M', 'JNE3817-KR-M', 'JNE3774-KR-M', 'J0138-KR-M']","['JNE3368-KR-M', 'JNE3822-KR-M', 'JNE3774-KR-M', 'JNE3817-KR-M', 'JNE3825-KR-M']",False
output_1029.txt,J0338-DR-M,"['JNE3879-DR-M', 'J0399-DR-M', 'JNE3861-DR-M']","['JNE3879-DR-M', 'J0399-DR-M', 'JNE3861-DR-M']",True
output_103.txt,JNE3870-DR-XXL,"['JNE3869-DR-XXL', 'J0208-DR-XXL', 'J0158-DR-XXL']","['JNE3869-DR-XXL', 'J0208-DR-XXL', 'J0158-DR-XXL']",True
output_1030.txt,J0192-TP-XL,"['J0091-TP-XL', 'JNE3666-TP-XL', 'J0074-TP-XL']","['J0091-TP-XL', 'JNE3666-TP-XL', 'J0074-TP-XL']",True
output_1031.txt,SET248-KR-NP-M,"['SET273-KR-NP-M', 'SET044-KR-NP-M', 'SET286-KR-NP-M']","['SET273-KR-NP-M', 'SET044-KR-NP-M', 'SET286-KR-NP-M']",True
output_1032.txt,J0084-TP-M,"['J0340-TP-M', 'J0090-TP-M', 'J0203-TP-M']","['J0340-TP-M', 'J0090-TP-M', 'J0203-TP-M']",True
output_1033.txt,JNE3836-KR-M,"['JNE3581-KR-M', 'JNE3837-KR-M', 'JNE3506-KR-M', 'J0352-KR-M', 'JNE3813-KR-M']","['JNE3581-KR-M', 'JNE3837-KR-M', 'JNE3506-KR-M', 'J0352-KR-M', 'JNE3813-KR-M']",True
output_1034.txt,SET350-KR-NP-XXXL,['SET388-KR-NP-XXXL'],['SET388-KR-NP-XXXL'],True
output_1035.txt,SAR066,[],[],True
output_1036.txt,SET408-KR-NP-M,"['SET053-KR-NP-M', 'SET351-KR-NP-M', 'SET410-KR-NP-M', 'SET331-KR-NP-M', 'SET324-KR-NP-M']","['SET351-KR-NP-M', 'SET053-KR-NP-M', 'SET410-KR-NP-M', 'SET324-KR-NP-M', 'SET331-KR-NP-M']",True
output_1037.txt,SET058-KR-NP-L,"['SET245-KR-NP-L', 'SET413-KR-NP-L', 'SET267-KR-NP-L', 'SET320-KR-NP-L']","['SET245-KR-NP-L', 'SET413-KR-NP-L', 'SET267-KR-NP-L', 'SET320-KR-NP-L']",True
output_1038.txt,JNE3675-TU-XXXL,[],[],True
output_1039.txt,JNE3864-TU-XL,"['JNE3688-TU-XL', 'JNE3673-TU-XL', 'JNE3862-TU-XL']","['JNE3688-TU-XL', 'JNE3673-TU-XL', 'JNE3862-TU-XL']",True
output_104.txt,SET345-KR-NP-XS,"['SET376-KR-NP-XS', 'SET287-KR-NP-XS', 'SET289-KR-NP-XS', 'SET433-KR-NP-XS', 'SET131-KR-NP-XS']","['SET376-KR-NP-XS', 'SET287-KR-NP-XS', 'SET289-KR-NP-XS', 'SET433-KR-NP-XS', 'SET131-KR-NP-XS']",True
output_1040.txt,JNE3781-KR-M,"['JNE3567-KR-M', 'JNE3568-KR-M', 'JNE3716-KR-M', 'JNE3423-KR-M', 'JNE3735-KR-M']","['JNE3567-KR-M', 'JNE3568-KR-M', 'JNE3716-KR-M', 'JNE3423-KR-M', 'JNE3735-KR-M']",True
output_1041.txt,J0211-DR-M,['J0001-DR-M'],['J0001-DR-M'],True
output_1042.txt,SET264-KR-NP-S,"['SET269-KR-NP-S', 'SET154-KR-NP-S']","['SET269-KR-NP-S', 'SET154-KR-NP-S']",True
output_1043.txt,JNE3706-DR-XXXL,['JNE3625-DR-XXXL'],['JNE3625-DR-XXXL'],True
output_1044.txt,J0208-DR-XXL,"['JNE3870-DR-XXL', 'JNE3869-DR-XXL', 'J0158-DR-XXL']","['JNE3870-DR-XXL', 'JNE3869-DR-XXL', 'J0158-DR-XXL']",True
output_1045.txt,JNE3807-KR-S,"['JNE3799-KR-S', 'JNE3856-KR-S', 'MEN5006-KR-S']","['JNE3799-KR-S', 'JNE3856-KR-S', 'MEN5006-KR-S']",True
output_1046.txt,JNE3463-KR-XXL,"['J0097-KR-XXL', 'MEN5025-KR-XXL', 'MEN5021-KR-XXL', 'MEN5022-KR-XXL', 'JNE3629-KR-XXL']","['J0097-KR-XXL', 'MEN5025-KR-XXL', 'MEN5022-KR-XXL', 'MEN5021-KR-XXL', 'JNE3629-KR-XXL']",True
output_1047.txt,J0092-SET-S,[],[],True
output_1048.txt,SET197-KR-NP-XL,"['SET094-KR-NP-XL', 'SET295-KR-NP-XL', 'SET392-KR-NP-XL']","['SET094-KR-NP-XL', 'SET295-KR-NP-XL', 'SET392-KR-NP-XL']",True
output_1049.txt,J0008-SKD-XXL,['J0007-SKD-XXL'],['J0007-SKD-XXL'],True
output_105.txt,NW013-ST-SR-L,['NW006-ST-SR-L'],['NW006-ST-SR-L'],True
output_1050.txt,JNE3645-TP-N-XXL,[],[],True
output_1051.txt,J0396-DR-XXXL,"['J0395-DR-XXXL', 'J0295-DR-XXXL', 'J0400-DR-XXXL', 'J0335-DR-XXXL', 'J0429-DR-XXXL']","['J0395-DR-XXXL', 'J0295-DR-XXXL', 'J0400-DR-XXXL', 'J0335-DR-XXXL', 'J0429-DR-XXXL']",True
output_1052.txt,JNE3707-DR-XXL,"['J0062-DR-XXL', 'J0171-DR-XXL']","['J0062-DR-XXL', 'J0171-DR-XXL']",True
output_1053.txt,JNE3421-KR-XXL,"['JNE3405-KR-XXL', 'JNE3567-KR-XXL', 'JNE3613-KR-XXL', 'JNE3568-KR-XXL', 'JNE3735-KR-XXL']","['JNE3405-KR-XXL', 'JNE3567-KR-XXL', 'JNE3613-KR-XXL', 'JNE3568-KR-XXL', 'J0139-KR-XXL']",False
output_1054.txt,JNE3798-KR-L,['JNE3797-KR-L'],['JNE3797-KR-L'],True
output_1055.txt,JNE3759-KR-L,"['JNE3750-KR-L', 'MEN5023-KR-L', 'MEN5017-KR-L', 'JNE3727-KR-L', 'JNE3733-KR-L']","['JNE3750-KR-L', 'MEN5023-KR-L', 'MEN5017-KR-L', 'JNE3727-KR-L', 'JNE3733-KR-L']",True
output_1056.txt,J0033-KR-S,"['JNE3568-KR-S', 'JNE3567-KR-S', 'JNE3405-KR-S', 'JNE3716-KR-S', 'JNE3735-KR-S']","['JNE3568-KR-S', 'JNE3567-KR-S', 'JNE3405-KR-S', 'JNE3716-KR-S', 'JNE3735-KR-S']",True
output_1057.txt,SET358-KR-NP-S,"['SET359-KR-NP-S', 'SET356-KR-NP-S', 'SET365-KR-NP-S', 'SET313-KR-NP-S']","['SET359-KR-NP-S', 'SET356-KR-NP-S', 'SET365-KR-NP-S', 'SET313-KR-NP-S']",True
output_1058.txt,JNE2170-KR-436-L,[],[],True
output_1059.txt,JNE3819-KR-S,"['MEN5009-KR-S', 'JNE3818-KR-S', 'MEN5008-KR-S', 'JNE3820-KR-S', 'J0151-KR-S']","['MEN5009-KR-S', 'JNE3818-KR-S', 'MEN5008-KR-S', 'JNE3820-KR-S', 'J0151-KR-S']",True
output_106.txt,PJNE2100-KR-N-6XL,[],[],True
output_1060.txt,J0216-BL-XL,"['J0220-BL-XL', 'J0219-BL-XL']","['J0220-BL-XL', 'J0219-BL-XL']",True
output_1061.txt,SET359-KR-NP-XXXL,"['SET356-KR-NP-XXXL', 'SET365-KR-NP-XXXL', 'SET313-KR-NP-XXXL']","['SET356-KR-NP-XXXL', 'SET365-KR-NP-XXXL', 'SET313-KR-NP-XXXL']",True
output_1062.txt,JNE3793-KR-XS,"['JNE3543-KR-XS', 'JNE3751-KR-XS', 'JNE3622-KR-XS', 'JNE3786-KR-XS', 'JNE3500-KR-XS']","['JNE3543-KR-XS', 'JNE3751-KR-XS', 'JNE3786-KR-XS', 'JNE3622-KR-XS', 'JNE3500-KR-XS']",True
output_1063.txt,JNE3797-KR-XXL,['JNE3798-KR-XXL'],['JNE3798-KR-XXL'],True
output_1064.txt,SET355-KR-PP-L,[],[],True
output_1065.txt,J0344-TP-M,"['J0118-TP-M', 'J0307-TP-M', 'J0172-TP-M', 'J0124-TP-M', 'J0334-TP-M']","['J0118-TP-M', 'J0307-TP-M', 'J0172-TP-M', 'J0124-TP-M', 'J0334-TP-M']",True
output_1066.txt,JNE3531-KR-S,"['JNE3620-KR-S', 'JNE3762-KR-S', 'JNE3565-KR-S', 'JNE3721-KR-S', 'JNE3549-KR-S']","['JNE3762-KR-S', 'JNE3620-KR-S', 'JNE3721-KR-S', 'JNE3565-KR-S', 'JNE3549-KR-S']",True
output_1067.txt,J0344-TP-XXL,"['J0118-TP-XXL', 'J0337-TP-XXL', 'J0214-TP-XXL']","['J0118-TP-XXL', 'J0337-TP-XXL', 'J0214-TP-XXL']",True
output_1068.txt,J0336-TP-XXL,"['J0213-TP-XXL', 'JNE3865-TP-XXL']","['J0213-TP-XXL', 'JNE3865-TP-XXL']",True
output_1069.txt,SET187-KR-DH-XXL,['SET182-KR-DH-XXL'],['SET182-KR-DH-XXL'],True
output_107.txt,SET398-KR-PP-XXXL,[],[],True
output_1070.txt,J0338-DR-XXXL,"['J0341-DR-XXXL', 'J0343-DR-XXXL', 'J0339-DR-XXXL', 'J0434-DR-XXXL', 'JNE3860-DR-XXXL']","['J0341-DR-XXXL', 'J0343-DR-XXXL', 'J0339-DR-XXXL', 'J0434-DR-XXXL', 'JNE3860-DR-XXXL']",True
output_1071.txt,JNE3833-KR-XS,"['JNE3834-KR-XS', 'JNE3806-KR-XS', 'JNE3835-KR-XS', 'JNE3816-KR-XS', 'JNE3794-KR-XS']","['JNE3835-KR-XS', 'JNE3834-KR-XS', 'JNE3806-KR-XS', 'JNE3816-KR-XS', 'JNE3795-KR-XS']",False
output_1072.txt,JNE3443-KR-XXL,"['JNE3787-KR-XXL', 'JNE3564-KR-XXL', 'JNE3605-KR-XXL', 'JNE3404-KR-XXL', 'JNE3698-KR-XXL']","['JNE3787-KR-XXL', 'JNE3564-KR-XXL', 'JNE3605-KR-XXL', 'JNE3404-KR-XXL', 'JNE3560-KR-XXL']",False
output_1073.txt,JNE3698-KR-M,"['JNE3560-KR-M', 'JNE3518-KR-M', 'JNE3546-KR-M', 'JNE3369-KR-M', 'JNE3473-KR-M']","['JNE3560-KR-M', 'JNE3518-KR-M', 'JNE3546-KR-M', 'JNE3369-KR-M', 'JNE3605-KR-M']",False
output_1074.txt,JNE3864-TU-M,"['JNE3673-TU-M', 'JNE3688-TU-M']","['JNE3673-TU-M', 'JNE3688-TU-M']",True
output_1075.txt,J0118-TP-M,"['J0344-TP-M', 'J0307-TP-M', 'J0172-TP-M', 'J0124-TP-M', 'J0334-TP-M']","['J0344-TP-M', 'J0307-TP-M', 'J0172-TP-M', 'J0124-TP-M', 'J0334-TP-M']",True
output_1076.txt,J0074-TP-L,"['J0091-TP-L', 'JNE3666-TP-L']","['J0091-TP-L', 'JNE3666-TP-L']",True
output_1077.txt,JNE3366-KR-1053-XXL,[],[],True
output_1078.txt,JNE3621-KR-XL,"['JNE3804-KR-XL', 'JNE3784-KR-XL', 'JNE3697-KR-XL', 'JNE3546-KR-XL', 'JNE3389-KR-XL']","['JNE3804-KR-XL', 'JNE3389-KR-XL', 'JNE3281-KR-XL', 'MEN5003-KR-XL', 'JNE3817-KR-XL']",False
output_1079.txt,JNE3435-KR-XXXL,"['JNE3396-KR-XXXL', 'JNE3473-KR-XXXL', 'JNE3630-KR-XXXL', 'JNE3787-KR-XXXL', 'JNE3605-KR-XXXL']","['JNE3396-KR-XXXL', 'JNE3473-KR-XXXL', 'JNE3630-KR-XXXL', 'JNE3787-KR-XXXL', 'JNE3782-KR-XXXL']",False
output_108.txt,J0006-SET-M,[],[],True
output_1080.txt,JNE3636-KR-M,"['JNE3614-KR-M', 'JNE3633-KR-M', 'JNE3738-KR-M', 'JNE3714-KR-M', 'JNE3400-KR-M']","['JNE3614-KR-M', 'JNE3633-KR-M', 'JNE3714-KR-M', 'JNE3738-KR-M', 'JNE3400-KR-M']",True
output_1081.txt,J0344-TP-L,"['J0118-TP-L', 'J0301-TP-L', 'J0214-TP-L']","['J0118-TP-L', 'J0301-TP-L', 'J0214-TP-L']",True
output_1082.txt,JNE3881-DR-M,"['J0402-DR-M', 'J0416-DR-M', 'J0333-DR-M', 'J0194-DR-M', 'JNE3709-DR-M']","['J0402-DR-M', 'J0416-DR-M', 'J0333-DR-M', 'J0194-DR-M', 'JNE3709-DR-M']",True
output_1083.txt,JNE3810-KR-XL,"['J0179-KR-XL', 'JNE3888-KR-XL', 'JNE3908-KR-XL', 'JNE3577-KR-XL']","['J0179-KR-XL', 'JNE3888-KR-XL', 'JNE3908-KR-XL', 'JNE3577-KR-XL']",True
output_1084.txt,JNE3640-TP-N-M,"['JNE3651-TP-N-M', 'JNE3656-TP-N-M', 'JNE3712-TP-N-M', 'JNE3648-TP-N-M']","['JNE3651-TP-N-M', 'JNE3656-TP-N-M', 'JNE3712-TP-N-M', 'JNE3648-TP-N-M']",True
output_1085.txt,SET269-KR-NP-M,"['SET264-KR-NP-M', 'SET154-KR-NP-M']","['SET264-KR-NP-M', 'SET154-KR-NP-M']",True
output_1086.txt,JNE3645-TP-N-M,[],[],True
output_1087.txt,J0295-DR-XS,"['J0395-DR-XS', 'J0400-DR-XS', 'J0396-DR-XS', 'J0429-DR-XS']","['J0395-DR-XS', 'J0400-DR-XS', 'J0396-DR-XS', 'J0429-DR-XS']",True
output_1088.txt,JNE3778-KR-XXL,"['JNE3739-KR-XXL', 'JNE3611-KR-XXL', 'JNE3633-KR-XXL', 'JNE3614-KR-XXL', 'JNE3714-KR-XXL']","['JNE3739-KR-XXL', 'JNE3611-KR-XXL', 'JNE3633-KR-XXL', 'JNE3714-KR-XXL', 'JNE3614-KR-XXL']",True
output_1089.txt,JNE3404-KR-XL,"['JNE3560-KR-XL', 'JNE3396-KR-XL', 'JNE3764-KR-XL', 'JNE3782-KR-XL', 'JNE3605-KR-XL']","['JNE3560-KR-XL', 'JNE3396-KR-XL', 'JNE3764-KR-XL', 'JNE3782-KR-XL', 'JNE3473-KR-XL']",False
output_109.txt,JNE3437-KR-S,"['JNE3465-KR-S', 'JNE3794-KR-S', 'JNE3732-KR-S', 'JNE3554-KR-S', 'JNE3795-KR-S']","['JNE3465-KR-S', 'JNE3794-KR-S', 'JNE3554-KR-S', 'JNE3732-KR-S', 'JNE3795-KR-S']",True
output_1090.txt,JNE3605-KR-XL,"['JNE3560-KR-XL', 'JNE3396-KR-XL', 'JNE3764-KR-XL', 'JNE3782-KR-XL', 'JNE3404-KR-XL']","['JNE3560-KR-XL', 'JNE3396-KR-XL', 'JNE3764-KR-XL', 'JNE3782-KR-XL', 'JNE3473-KR-XL']",False
output_1091.txt,JNE3813-KR-XXL,"['JNE3506-KR-XXL', 'J0353-KR-XXL', 'JNE3836-KR-XXL', 'J0352-KR-XXL', 'JNE3837-KR-XXL']","['JNE3506-KR-XXL', 'J0353-KR-XXL', 'JNE3836-KR-XXL', 'J0352-KR-XXL', 'JNE3837-KR-XXL']",True
output_1092.txt,JNE3762-KR-L,"['JNE3721-KR-L', 'JNE3620-KR-L', 'JNE3549-KR-L', 'JNE3542-KR-L', 'JNE3531-KR-L']","['JNE3721-KR-L', 'JNE3620-KR-L', 'JNE3549-KR-L', 'JNE3542-KR-L', 'JNE3425-KR-L']",False
output_1093.txt,JNE3741-KR-L,"['JNE3294-KR-L', 'JNE3376-KR-L', 'JNE3760-KR-L', 'JNE3763-KR-L', 'JNE3770-KR-L']","['JNE3294-KR-L', 'JNE3376-KR-L', 'JNE3760-KR-L', 'JNE3770-KR-L', 'JNE3763-KR-L']",True
output_1094.txt,JNE3620-KR-M,"['JNE3371-KR-M', 'JNE3721-KR-M', 'JNE3425-KR-M', 'JNE3565-KR-M', 'JNE3539-KR-M']","['JNE3371-KR-M', 'JNE3721-KR-M', 'JNE3425-KR-M', 'JNE3565-KR-M', 'JNE3539-KR-M']",True
output_1095.txt,J0338-DR-XXL,"['J0341-DR-XXL', 'JNE3861-DR-XXL', 'J0339-DR-XXL', 'J0399-DR-XXL', 'JNE3879-DR-XXL']","['J0341-DR-XXL', 'JNE3861-DR-XXL', 'J0339-DR-XXL', 'J0399-DR-XXL', 'JNE3879-DR-XXL']",True
output_1096.txt,JNE3398-KR-XS,"['JNE3384-KR-XS', 'JNE3471-KR-XS', 'JNE3579-KR-XS', 'JNE3775-KR-XS', 'JNE3415-KR-XS']","['JNE3384-KR-XS', 'JNE3471-KR-XS', 'JNE3579-KR-XS', 'JNE3761-KR-XS', 'JNE3775-KR-XS']",False
output_1097.txt,MEN5002-KR-XL,"['MEN5009-KR-XL', 'JNE3724-KR-XL', 'MEN5018-KR-XL', 'MEN5001-KR-XL', 'JNE3818-KR-XL']","['MEN5009-KR-XL', 'JNE3724-KR-XL', 'MEN5018-KR-XL', 'MEN5001-KR-XL', 'JNE3818-KR-XL']",True
output_1098.txt,JNE3672-TU-XXL,"['JNE3863-TU-XXL', 'JNE3674-TU-XXL', 'JNE3671-TU-XXL', 'JNE3680-TU-XXL']","['JNE3863-TU-XXL', 'JNE3674-TU-XXL', 'JNE3671-TU-XXL', 'JNE3680-TU-XXL']",True
output_1099.txt,JNE3781-KR-XXL,"['JNE3718-KR-XXL', 'JNE3903-KR-XXL', 'JNE3630-KR-XXL', 'JNE3567-KR-XXL', 'JNE3568-KR-XXL']","['JNE3718-KR-XXL', 'JNE3903-KR-XXL', 'JNE3630-KR-XXL', 'JNE3405-KR-XXL', 'JNE3567-KR-XXL']",False
output_11.txt,SET254-KR-NP-XS,"['SET265-KR-NP-XS', 'SET303-KR-NP-XS', 'SET070-KR-NP-XS', 'SET353-KR-NP-XS', 'SET271-KR-NP-XS']","['SET265-KR-NP-XS', 'SET303-KR-NP-XS', 'SET070-KR-NP-XS', 'SET353-KR-NP-XS', 'SET271-KR-NP-XS']",True
output_110.txt,JNE3465-KR-S,"['JNE3437-KR-S', 'JNE3794-KR-S', 'JNE3732-KR-S', 'JNE3554-KR-S', 'JNE3795-KR-S']","['JNE3437-KR-S', 'JNE3794-KR-S', 'JNE3554-KR-S', 'JNE3732-KR-S', 'JNE3795-KR-S']",True
output_1100.txt,J0104-KR-XS,"['JNE3288-KR-XS', 'JNE3459-KR-XS', 'JNE3291-KR-XS', 'JNE3438-KR-XS']","['JNE3288-KR-XS', 'JNE3459-KR-XS', 'JNE3291-KR-XS', 'JNE3438-KR-XS']",True
output_1101.txt,J0395-DR-M,"['J0295-DR-M', 'J0400-DR-M', 'J0396-DR-M']","['J0295-DR-M', 'J0400-DR-M', 'J0396-DR-M']",True
output_1102.txt,SET395-KR-NP-M,"['SET360-KR-NP-M', 'SET361-KR-NP-M', 'SET364-KR-NP-M']","['SET360-KR-NP-M', 'SET361-KR-NP-M', 'SET364-KR-NP-M']",True
output_1103.txt,JNE1000-NAVY-SR-JB6102RMV-K,[],[],True
output_1104.txt,J0283-SET-XXL,[],[],True
output_1105.txt,JNE3773-KR-XS,"['JNE3776-KR-XS', 'JNE3722-KR-XS', 'JNE3550-KR-XS', 'JNE3715-KR-XS', 'JNE3481-KR-XS']","['JNE3776-KR-XS', 'JNE3722-KR-XS', 'JNE3715-KR-XS', 'JNE3550-KR-XS', 'JNE3481-KR-XS']",True
output_1106.txt,JNE3818-KR-XXXL,"['MEN5014-KR-XXXL', 'MEN5008-KR-XXXL', 'MEN5009-KR-XXXL', 'JNE3819-KR-XXXL', 'MEN5026-KR-XXXL']","['MEN5014-KR-XXXL', 'MEN5008-KR-XXXL', 'MEN5009-KR-XXXL', 'JNE3819-KR-XXXL', 'MEN5026-KR-XXXL']",True
output_1107.txt,JNE3833-KR-XXXL,"['MEN5018-KR-XXXL', 'JNE3806-KR-XXXL', 'MEN5001-KR-XXXL', 'J0037-KR-XXXL', 'JNE3437-KR-XXXL']","['JNE3806-KR-XXXL', 'MEN5001-KR-XXXL', 'MEN5018-KR-XXXL', 'J0037-KR-XXXL', 'JNE3795-KR-XXXL']",False
output_1108.txt,SET217-KR-PP-XL,"['SET299-KR-PP-XL', 'SET014-KR-PP-XL', 'SET100-KR-PP-XL']","['SET299-KR-PP-XL', 'SET014-KR-PP-XL', 'SET100-KR-PP-XL']",True
output_1109.txt,JNE3545-KR-S,"['J0026-KR-S', 'JNE3482-KR-S', 'J0072-KR-S', 'J0028-KR-S', 'JNE3503-KR-S']","['J0026-KR-S', 'J0028-KR-S', 'J0072-KR-S', 'JNE3482-KR-S', 'JNE3334-KR-S']",False
output_111.txt,J0373-KR-XXXL,"['JNE3311-KR-XXXL', 'JNE3875-KR-XXXL', 'JNE3902-KR-XXXL', 'J0083-KR-XXXL', 'MEN5030-KR-XXXL']","['JNE3311-KR-XXXL', 'JNE3875-KR-XXXL', 'JNE3902-KR-XXXL', 'J0083-KR-XXXL', 'JNE3887-KR-XXXL']",False
output_1110.txt,JNE3408-KR-XL,"['JNE3779-KR-XL', 'JNE3391-KR-XL', 'JNE3376-KR-XL', 'JNE3792-KR-XL', 'JNE3742-KR-XL']","['JNE3779-KR-XL', 'JNE3391-KR-XL', 'JNE3376-KR-XL', 'JNE3741-KR-XL', 'JNE3294-KR-XL']",False
output_1111.txt,JNE3399-KR-XS,"['JNE3535-KR-XS', 'JNE3439-KR-XS', 'JNE3348-KR-XS', 'JNE3742-KR-XS', 'JNE3391-KR-XS']","['JNE3439-KR-XS', 'JNE3535-KR-XS', 'JNE3348-KR-XS', 'JNE3742-KR-XS', 'JNE3763-KR-XS']",False
output_1112.txt,J0232-SKD-XL,['J0109-SKD-XL'],['J0109-SKD-XL'],True
